label,titlebody
1,"jungle tv show ratings drop by 4m. the finale of itv1's i'm a celebrity... get me out of here drew an average of 10.9m viewers - about four million fewer than the previous series. the fourth series of the show peaked on monday at 11.9m and 49.2% of the audience, just before joe pasquale won. this compared with a peak of 15.3m at and a record 62.2% of the tv audience when kerry mcfadden won in february. comic pasquale beat former royal butler paul burrell who came second, nightclub owner fran cosgrave, who was third. pasquale follows kerry mcfadden, phil tufnell and tony blackburn as winners of the show. singer and tv presenter mcfadden was the show's first female winner. when cricketer phil tufnell won in may 2003, 12.3 million people - 50% of the viewing public - tuned in to watch. and when tony blackburn won the first show in 2002, 10.9 million people saw the show. pasquale had been the show's hottest ever favourite to win, and its hosts anthony mcpartlin and declan donnelly, known as ant and dec, said monday's deciding vote was the closest in the programme's history. pascuale has been flooded with offers of tv work, according to his management company, but"
1,"farrell due to make us tv debut. actor colin farrell is to make his debut on us television in medical sitcom scrubs, according to hollywood newspaper daily variety. the film star, who recently played the title role in historical blockbuster alexander, will make a cameo appearance as an unruly irishman. the episode featuring the 28-year-old will be screened on 25 january. farrell's appearance is said to be a result of his friendship with zach braff, who stars in the programme. it will be the actor's first appearance on the small screen since he appeared in bbc series ballykissangel in 1999. the gentle sunday night drama came to an end in 2001. he has since become one of hollywood's fastest-rising stars, with a string roles in major league films such as minority report, phone booth and daredevil. farrell is pencilled in to play the role of crockett in a film version of 1980s police drama miami vice. scrubs, which appears on the nbc network in the us and has been shown on channel 4 on british television, is an off-beat comedy about a group of hospital doctors. other film stars to have appeared in scrubs include heather graham, while friends actor matthew perry has guest-starred and directed an"
1,"hollywood ready for oscars night. hollywood is preparing for the biggest night in the film world's calendar, the 77th academy awards, on sunday. a host of stars are expected to grace the red carpet outside los angeles' kodak theatre, including johnny depp, cate blanchett and leonardo dicaprio. british actors in attendance include nominees clive owen, imelda staunton, kate winslet and director mike leigh. the aviator leads the shortlist, but critics believe the night may belong to clint eastwood's million dollar baby. a recent poll of us pundits found eastwood's boxing drama had become the new favourite to win best film over the howard hughes biopic. if the 74-year-old does win, he will become the oldest person ever to be named best director at the ceremony. uk critics still favour the aviator for best film, but believe the best director title will generate a close fought battle between eastwood and martin scorsese. scorsese has never won the best director prize, despite four previous nominations for films including raging bull, goodfellas and gangs of new york. eastwood has won best director once before, for unforgiven in 1993. most experts predict the twice-nominated jamie foxx will win best actor for his portrayal of singer ray charles, while vera"
1,"british stars denied major oscars. british hopes of winning major oscars were dashed as uk stars failed to win acting and directing prizes. despite three nominations, mike leigh's vera drake failed to take the director or screenplay awards and there was no prize for star imelda staunton. kate winslet also lost to best actress hilary swank, while clive owen and sophie okonedo failed to win best supporting actor awards. the uk's andrea arnold won the short film award for her gritty drama wasp. arnold, who presented children's television shows number 73 and motormouth in the 1980s, said it was ""totally overwhelming"" to win. wasp tells the story of a single mother living on the breadline, beating films by fellow uk nominees gary mckendry and ashvin kumar. ""everyone worked extremely hard - they know who they are,"" arnold said as she accepted the prize. ""the beers are on me when we get home."" earlier british costume designer sandy powell won the oscar for the aviator, beating finding neverland's uk designer alexandra byrne in the process. ""i'm very thrilled for the film and all the people who worked with me,"" said ms powell. ""hopefully i'll be staying up to celebrate - i've been sick for three days"
1,"smith loses us box office crown. new comedy diary of a mad black woman has ended will smith's reign at the top of the north american box office. based on a play by tyler perry, who also stars as a gun-toting grandmother, the film took $22.7m (â£11.8m) in its first three days of release. after topping the chart for two consecutive weeks, smith's romantic comedy hitch dropped to second place with takings of $21m (â£10.9m). keanu reeves' supernatural thriller constantine dropped a place to three. based on the hellblazer comics, the film took $11.8m (â£6.1m) on its second week of release. two new entries came next in the chart, with wes craven's horror movie cursed, about a werewolf loose in los angeles, in fourth position with $9.5m (â£4.9m). action comedy man of the house, starring tommy lee jones as a texas ranger assigned to protect a cheerleader squad, came in at fifth with $9m (â£4.6m). clint eastwood's boxing drama million dollar baby - recipient of four academy awards, including best picture - continued to perform well in sixth place with takings of $7.2m (â£3.74m). martin scorsese's hollywood biopic the aviator - which won five oscars, all in minor categories - held on in ninth place. the"
1,"sundance to honour foreign films. international films will be given the same prominence as us films at next year's sundance film festival, with movies dominated by the theme of war. the independent film festival will feature two new international cinema competitions, during its 20-30 january season in utah. forty-two films will debut at sundance, including the liberace of baghdad by british director sean mcallister. the prestigious festival was founded by actor robert redford in 1981. ""we have always had an international component, but from next year they will enter a jury competition,"" festival director geoffrey gilmore said. ""we wanted to give world cinema more emphasis and have now put it on par with the american dramatic and documentary competitions."" twelve films competing in the new world cinema documentary category focus on countries and people under siege. the liberace of baghdad features an iraqi pianist hiding in a hotel as he waits for a visa, while finnish film the three rooms of melancholia looks at the war in chechnya. shake hands with the devil: the journey of romeo dallaire tells of a un mission to rwanda during the 1994 genocide, while french-israeli production wall looks at israel's controversial security wall separating it from the palestinian territories."
1,"britney attacks 'false tabloids'. pop star britney spears has attacked ""false"" and ""desperate"" us tabloid magazines, questioning their honesty after they reported she was pregnant. in a letter on her website, the singer named celebrity tabloids us weekly, in touch and star as the worst offenders. ""until you face what is going on in your life, i guess you'll remain a false tabloid,"" the 23-year-old wrote. stories about the state of her marriage to kevin federline and rumours about a pregnancy have recently appeared. but the chart-topping singer's letter did not shed any further light on those stories. in february, spears clashed with us weekly for publishing pictures of her honeymoon in fiji without permission. the couple, who married in los angeles last september, claimed staff took photographs of them which were later sold. they said they allowed the pictures to be taken after they were assured they would only be used for a private scrapbook, which they later received as a souvenir. us magazine was unrepentant about their decision to publish, saying: ""britney should start her own magazine if she'd like to dictate her own coverage."" ""coming from a celebrity who sold pictures of both her wedding and her stepdaughter, it's unlikely the"
1,"tautou film tops cesar prize nods. french film a very long engagement has received 12 nominations for france's cesar film awards, despite a recent ruling it was ""not french enough"". the world war i romantic drama starring audrey tautou, was recently ruled ""too american"" by a paris court as it was partially backed by warner bros. but the cesar organisers modified their rules to allow the film to compete. the film, directed by jean-pierre jeunet, received best actress, picture and director nominations. last november a court judged the film was too american to compete in french film festivals. two associations of french producers challenged jeunet's right to french government subsidies, because warner bros was a backer. the ruling meant the movie - which was filmed in france and used french actors and technicians - was not eligible to compete for french prizes. but alain terzian, president of cesar organisers, the academie des arts et techniques du cinema, said the changes in eligibility rules, which allow films ""of french expression"", were made three months prior to the court decision. other films in the best film category include police drama 36, quai des orfevres, arnaud desplechin's kings and queen, abdellatif kechiche's l'esquive and france's number one film at"
1,"buffy creator joins wonder woman. the creator of buffy the vampire slayer is to take on a new female superhero after signing up to write and direct the wonder woman movie. joss whedon described the dc comics character as ""the most iconic female heroine of our time"". ""in a way, no one has met her yet,"" he said. ""what i love most about icons is finding out what's behind them, exploring the price of their power."" linda carter played the character in the 1970s tv series. the character of wonder woman, famed for her red and gold costume, was born on paradise island, and was blessed with the powers of strength and flight. the film is being produced by joel silver, producer of the matrix trilogy. ""there's no one better than joss to adapt the legendary wonder woman comic book character created in the 1940s into a dynamic feature film for 21st century audiences,"" said silver. ""wonder woman was the first great female superhero to emerge from comic books and later inspire millions of fans in her television incarnation... but this groundbreaking heroine has yet to be reinvented for the feature film arena."" whedon created the character of buffy in the screenplay for the 1992"
1,"media seek jackson 'juror' notes. reporters covering singer michael jackson's trial in california have asked to see questionnaires completed by potential jurors. lawyers for news organisations said it was ""really vital"" for the responses of 250 potential jurors to be made public ""to serve as a check on the process"". santa barbara county superior court is due to consider the request on monday. mr jackson denies child molestation. it is estimated his trial will cost santa barbara county up to $4m (â£2.13m). meanwhile michael jackson's mother has said she is ""100% certain"" her son did not commit the child abuse charges he faces. the court is currently selecting 12 jurors and eight stand-by jurors for the trial, a process delayed until at least thursday after a member of the star's legal team was hit by family illness. defence lawyers argued against the bid by associated press and other news organisations to have potential jurors' responses made public. ""the release of the completed jury questionnaires does not serve any purpose other than to add to the sensationalist coverage of this case,"" a motion by mr jackson's lawyers stated. the estimated total costs of the trial, expected to last five months, range from $2.5m (â£1.33m) to $4m"
1,"arthur hailey: king of the bestsellers. novelist arthur hailey, who has died at the age of 84, was known for his bestselling page-turners exploring the inner workings of various industries, from the hotels to high finance. born in luton, bedfordshire, on 5 april 1920, hailey was the only child of working class parents, they could not afford to keep him in school beyond the age of 14. he served as a pilot with the royal air force during world war ii, flying fighter planes to the middle east. it was an occupation that was later to feature in his authorial debut, the television screenplay flight into danger. hailey emigrated to canada in 1947, where he eventually became a citizen. he wanted to be a writer from an early age, but did not take it up professionally until his mid-thirties, when he was inspired to write his first screenplay while on a return flight to toronto. ""i fell to daydreaming. i visualised the pilots at the controls and wondered what would happen if they both got sick. could i fly the airplane? i was a rusty wartime pilot who hadn't flown for nine years... "" hailey later recalled. the canadian broadcasting corporation bought flight into danger for"
1,"us tv cuts nudity from bbc film. a us tv network is editing bbc films' dirty war to avoid showing the front of a nude woman being scrubbed down after a fictional chemical attack. it is not worth showing ""non-essential"" nude scenes when indecency complaints are ""aggressively pursued"" by us tv watchdogs, said pbs' jacoba atlas. dirty war - screened uncut on bbc one last september - depicts a dirty bomb attack on the city of london. it is also being screened uncut on us cable channel hbo on 24 january. pbs said it will use extra footage for its broadcast, showing the woman ""from a more discreet angle"" instead. the us federal communications commission fined cbs $550,000 (â£306,814) last autumn for singer janet jackson's ""wardrobe malfunction"", during which her breast was exposed during a dance routine with justin timberlake. many us networks and broadcasters are now more nervous about airing nudity, violence or bad language. ms atlas said pbs could put itself financially at risk if it showed the uncut version of dirty war, and it could also deter many of its 170 individual stations from airing ""an important film"". ""you want to pick your battles,"" she said. she added that pbs, which is a private,"
1,"bookmakers back aviator for oscar. the aviator has been tipped by uk bookmakers as the favourite to win the best film award at this year's oscars. ray star jamie foxx is clear favourite in the best actor category while million dollar baby's hilary swank is tipped to win the best actress prize. bookmakers predict cate blanchett will be named best supporting actress. william hill and ladbrokes have given the aviator 4/9 and 8/13 odds of winning best film, with million dollar baby in second place at 9/4. bet direct and bet 365 also tip the aviator, with the majority of bookmakers regarding finding neverland as the outsider. the aviator is also widely tipped to win the best director prize for martin scorsese. british star clive owen is second favourite at william hill to take the best supporting actor award, for his performance in closer. the favourite in that category is sideways star thomas hayden church. vera drake star imelda staunton has 5/1 odds of winning the best actress oscar at bet 365 and william hill, ahead of fellow uk star kate winslet who has odds of 25/1 at william hill. mike leigh is the outsider in the best director category for vera drake, a position"
1,"bangkok film festival battles on. organisers of the third bangkok international film festival have been determined to carry on with this year's event despite the ravages of the asian tsunami disaster. the festivities have been scaled down, red carpets have been mothballed and profits from ticket sales are being donated to the tsunami relief fund. apart from this, however, the festival has continued as originally planned. ""when the disaster happened, we naturally asked ourselves if we should cancel,"" said the festival's executive director, craig prater. ""the decision was made that we would continue, but that the focus would change. ""our premieres became fundraisers, the opening night was visibly toned down and 10% of every ticket sold goes to the disaster fund,"" he continued. ""but we feel like we've turned a page. we've acknowledged our position, and now it's business as usual."" mr prater's sentiments were echoed by christine rush, director of the festival's sister event, the bangkok film market. ""we have been careful to be respectful of the thai nation's recovery from this terrible disaster,"" she said. ""however, the nation's recovery very much depends upon it continuing its economic life. ""we are encouraging attendees to keep the victims in mind and aggressively support the aid"
1,"pop band busted to 'take a break'. chart-topping pop band busted have confirmed that they plan to ""take a break"", following rumours that they were on the verge of splitting. a statement from the band's record company universal said frontman charlie simpson planned to spend some time working with his other band, fightstar. however they said that busted would ""reconvene in due course"". the band have had eight top three hits, including four number ones, since they first hit the charts in 2002. their singles include what i go to school for, year 3000, crashed the wedding, you said no, and who's david? the band, which also includes members matt jay and james bourne, made the top ten with their self-titled debut album, as well as the follow-up, a present for everyone, in 2003. they won best pop act and best breakthrough act at the 2004 brit awards and were nominated for best british group. most recently they topped the charts with the theme from the live-action film version of thunderbirds, which was voted record of the year on the itv1 show. the band have capitalised on a craze for artists playing catchy pop music with rock overtones. the trio are seen as an alternative to more"
1,"godzilla gets hollywood fame star. movie monster godzilla has received a star on hollywood's walk of fame, honouring both his 50th birthday and the launch of his 28th film. an actor dressed as the giant creature breathed smoke over photographers on monday as godzilla received the 2,271st star on hollywood boulevard. ""godzilla should thank you for this historical and monumental star,"" said final wars producer shogo tomiyama. ""but unfortunately, he cannot speak english,"" he added. hollywood's honorary mayor, johnny grant, said: ""i do hereby proclaim this godzilla day in hollywood. ""he's loose, he's wild, and i'm getting the hell out of here,"" he added. the premiere of godzilla: final wars at grauman's chinese theatre followed the ceremony on hollywood boulevard. the monster was joined by co-stars including japanese pop star and actor masahiro matsuoka. director ryuhei kitamura said it may not be godzilla's final outing, as it has been billed. ""that's what the producers say. but the producer's a liar,"" he said. ""[godzilla's] been working for the last 50 years. so, i think godzilla just deserves a vacation."" and producer shogo tomiyama added: ""so long as godzilla can fascinate people, i believe he will be resurrected by new generations of filmmakers in the future."" godzilla"
1,"west end to honour finest shows. the west end is honouring its finest stars and shows at the evening standard theatre awards in london on monday. the producers, starring nathan lane and lee evans, is up for best musical at the ceremony at the national theatre. it is competing against sweeney todd and a funny thing happened on the way to the forum for the award. the goat or who is sylvia? by edward albee, the pillowman by martin mcdonagh and alan bennett's the history boys are shortlisted in the best play category. pam ferris, victoria hamilton and kelly reilly are nominated for best actress. ferris - best known for her television roles in programmes such as the darling buds of may - has made the shortlist for her role in notes on falling leaves, at the royal court theatre. meanwhile, richard griffiths, who plays hector in the history boys at the national theatre, will battle it out for the best actor award with douglas hodge (dumb show) and stanley townsend (shining city). the best director shortlist includes luc bondy for cruel and tender, simon mcburney for measure for measure, and rufus norris for festen. festen is also shortlisted in the best designer category where ian"
1,"grammys honour soul star charles. the memory of soul legend ray charles dominated the music world's leading music ceremony on sunday as he was given eight posthumous grammy awards. charles, who died in 2004, got honours including record and album of the year, while alicia keys and actor jamie foxx performed a musical tribute to him. r&b star keys won four awards herself at the grammy ceremony in los angeles. u2, usher, norah jones and kanye west got three each. west led the race going into the ceremony with 10 nominations. charles' last album, genius loves company, a collection of duets that has sold more than two million copies, was named album of the year and best pop vocal album. his song here we go again with norah jones won record of the year and best pop vocal collaboration, while heaven help us all with gladys knight picked up best gospel performance. jones said: ""i'm glad he's getting recognised, because of who he is and how much i love him."" actor jamie foxx - who is nominated for an oscar for playing charles in the hit movie ray - dedicated a rendition of georgia on my mind to ""old friends"". keys, looking to replicate her"
1,"beatles suits sell for $110,000. four suits worn by the beatles on their please please me album cover have sold for $110,00 (â£59,000) at a us auction. but some of elvis presley's earliest recordings - including takes of all shook up - failed to sell at the bonhams and butterfields two-day sale. a private collection of six tape recordings of presley valued at between $30,000 (â£16,000) and $50,000 (â£27,000) did not meet their reserve price. a signed presley photograph managed to fetch $2,115 (â£1,140). auction spokesman erik simon said the presley tapes were withdrawn because ""they did not meet the minimum price set by the owners"". he said the family of sound engineer thorne nogar did not want to divulge the price they had set or the offers they had received. the rca tapes date from september 1956 to september 1957. the ""pre-masters"" include a take of jailhouse rock, religious songs, material for his first christmas album, and banter between presley, members of his band and mr nogar. ""we've had them for a lot of years, and i think the people should enjoy them. and frankly, we could use the money,"" mr nogar's son stephen, 57, said before the auction. mr nogar, who died in"
1,"duran duran show set for us tv. chart stars duran duran are to appear in a vh1 special in the us including interviews and concert footage. the show airs on tuesday and will feature a studio performance, behind the scenes footage and fan interviews. ""they seemed like a perfect fit with our audience,"" said rick krim, vh1's vice president of music and talent. the band recently released a new album, astronaut, the first from the original line-up since 1983. they will also tour japan and the us next year. ""when we started playing together, we didn't try and make a really sort of mature album. we just really wanted to make a great duran duran album,"" said keyboard player nick rhodes. ""it's pretty much in line with a lot of stuff out there."" duran duran are currently promoting the album's second single, what happens tomorrow. simon le bon said earlier this year that the group were not trying to update their sound too much. ""we wouldn't want to lose them [older fans] by trying too hard by trying to connect with a new audience,"" the singer said. le bon also said the five members were getting on very well. ""we're like any people who get very close."
1,"spider-man creator wins profits. spider-man creator stan lee is to get a multi-million dollar windfall after winning a court battle with comic book company marvel. a judge has upheld lee's demand for 10% of marvel's profits from the hugely successful spider-man films. spider-man and its sequel made $1.6bn (â£857m) at box offices worldwide. of the cut now due to lee, 82, who created spider-man in 1962, his lawyer said: ""it could be tens of millions of dollars, that's no exaggeration."" us district court judge robert w sweet ruled lee should get a tenth of profits generated since november 1998 by marvel tv and movie productions involving the company's characters. lee took legal action in 2002, saying marvel shut him out of ""jackpot"" profits from the first blockbuster film. he said the company - where he worked for more than 60 years - had gone back on agreement to give him the 10%. as well as spider-man, lee co-created the incredible hulk, x-men, daredevil and fantastic four characters. he said: ""i am gratified by the judge's decision although, since i am deeply fond of marvel and the people there, i sincerely regret that the situation had to come to this."" the ruling also means he"
1,"rapper kanye west's shrewd soul. us hip-hop star kanye west - who leads the race for this year's grammys with 10 nominations - rose to prominence by producing songs for artists such as jay-z and alicia keys. he then emerged from his behind-the-scenes role to become an artist as well as a producer. but his solo career almost ended before it began after a near-fatal car crash left west with his jaw wired shut in 2002. the resulting song, through the wire, became west's first uk hit in april 2004 and subsequent album the college dropout became a transatlantic success, both critically and commercially. west, 26, began rapping as a teenager at his chicago school, inspired by the beats and rhymes of 1980s pioneers run dmc. hip-hop producer no id encouraged west to sample old soul and r&b hits then revive them with an updated sound, an approach that would become his trademark. ""i feel like a lot of the soul that's in those old records that i sample is in me,"" he said. ""so when i hear them and i put them with the drums and i bring them to the new millennium, it's just like god's doing that. i'm one with them records"
1,"holmes wins '2004 top tv moment'. sprinter kelly holmes' olympic victory has been named the top television moment of 2004 in a bbc poll. holmes' 800m gold medal victory beat favourite moments from drama, comedy and factual programmes, as voted by television viewers. natasha kaplinsky's strictly come dancing win was top entertainment moment and a little britain breast feeding sketch won the comedy prize. the 2004 tv moments will be shown on bbc one at 2000 gmt on wednesday. double gold medal winner holmes topped the best sports moment category, beating maria sharapova's wimbledon triumph and matthew pinsent's rowing victory at the olympics. she then went on to take the overall prize of golden tv moment. the sight of former royal correspondent jennie bond with dozens of rats crawling over her in itv's i'm a celebrity get me out of here was named best factual entertainment moment. michael buerk's return to ethiopia, 20 years after originally reporting its famine, topped the factual category for bbc programme this world. long-running soap eastenders won the best popular drama moment title when character dot confided in den watts that she was unwell."
1,"no charges against tv's cosby. us comedian bill cosby will not face charges stemming from an allegation of sexual misconduct. authorities in philadelphia said they found insufficient evidence to support the woman's allegations regarding an alleged incident in january 2004. the woman reported the allegations to canadian authorities last month. cosby's lawyer, walter m phillips jr, said the comedian was pleased with the decision. ""he looks forward to moving on with his life,"" he said. district attorney bruce l castor jr, who was in charge of the case, said that detectives could find no instance ""where anyone complained to law enforcement of conduct which would constitute a criminal offence. he also said that the fact the woman waited a year before coming forward, and she had had further contact with cosby during that time, were also factors in his decision. the unidentified woman's lawyer, dolores m troiani, said her client was likely to sue the comedian. ""i think that's the only avenue open to her. she felt, as we did, that it's a very strong case and she was telling the truth."" she also said that the woman supplied further evidence to prosecutors that she believed strengthened her allegations. cosby emerged as one of the"
1,"famed music director viotti dies. conductor marcello viotti, director of venice's famous la fenice theatre, has died in germany at 50. viotti, director of la fenice since 2002, conducted at renowned opera houses worldwide including milan's la scala and the vienna state opera. his time at la fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996. he fell into a coma after suffering a stroke during rehearsals for jules massenet's manon last week. he conducted some of the best orchestras in the world including the berlin philharmonic and the english chamber orchestra. viotti was born in switzerland and studied the piano, cello and singing at the lausanne conservatory. his career breakthrough came in 1982 when he won first prize at the gino marinuzzi conducting competition in italy. viotti established himself as chief conductor of the turin opera and went on to become chief conductor of munich's radio orchestra. at la fenice viotti was widely acclaimed for his production of the french composer massenet's thais and some of his other productions included giuseppe verdi's la traviata and richard strauss's ariadne auf naxos. the last opera he directed at la fenice was massenet's le roi de lahore. viotti's debut at the"
1,"rap boss arrested over drug find. rap mogul marion ""suge"" knight has been arrested for violating his parole after he was allegedly found with marijuana. he was arrested in barstow, california, on saturday following an alleged traffic offence. he is expected to be transferred to a state prison while a decision is made on whether he should be released. mr knight, founder of death row records, served a 10-month jail term in 2004 for punching a man while on parole for an assault conviction. police said mr knight was stopped on saturday after performing an illegal u-turn and a search of his car allegedly found marijuana. he is also accused of not having insurance. a 18-year-old woman in the car was arrested for providing false information and having a fake id card. she was later released. it was his second alleged violation, having previously served half of a nine-year sentence for breaking the terms of his parole. mr knight, 39, was jailed in october 1996 following his involvement in a fight with a rival gang just hours before rapper tupac shakur was killed in a las vegas drive-by shooting. he was driving shakur's car at the time and was shot in the head. at the time"
1,"german music in a 'zombie' state. the german music business - the third largest in the world - is ""in the state of a zombie"" because it has failed to respond to the challenge posed by downloading and piracy, a leading industry figure has said. tim renner, the head of universal music germany until last year, told bbc world service's the music biz programme that the country's music industry was now struggling to survive. renner warned that unless the industry accepted ""new realties"" - such as downloading - its decline could become irreversible. ""the problem the music industry has got is that they aren't willing to accept that the classic way of doing business is over and out,"" he stated. ""so the music industry in its current form over here is pretty much in the state of a zombie."" the music market in germany peaked in 1997, with sales of 2.6bn euros (â£1.8bn). since 2000, sales have plummeted to just 1.6bn euros (â£1.1bn) in 2003. in the space of one year - between 2002 and 2003 - cd album sales fell by 13.8%. but a study by the society for consumer research found that at the same time, more than twice as many recordable cds had"
1,"no ads for passion oscar campaign. producer mel gibson will not be using paid advertisements to promote the passion of the christ to voters in next year's academy awards. gibson and his icon productions partner bruce davey said they would not be campaigning in print, radio or tv for success at the oscars in february. ""this film should be judged on its artistic merit, not who spends more money on advertising,"" davey said. but dvds will be sent to oscar voters, who will be invited to screenings. icon spent very little on advertising the film, which deals with the last hours of jesus christ's life, when it was released earlier this year - instead, it made the film available for special screenings at churches. it went on to gross over $600m (â£322m) in ticket sales worldwide. over recent years, marketing films to the members of the academy of motion picture arts and sciences has become a multi-million dollar industry. last year, the academy formed a committee to tighten the rules after the campaigns spilled over into personal attacks between studios. academy president frank pierson praised gibson's move for working to restore the oscars as a ""celebration and appreciation of excellence,"" and resisting the ""crass commercialisation that"
1,"mogul wilson backing uk rap band. tony wilson, the music mogul who established the influential factory records in the 1980s, is to launch a new label - convinced he has discovered his ""third major band"". factory were the label of both joy division - who became new order after singer ian curtis committed suicide - and the happy mondays. now wilson believes rap act raw t - signed to his f4 label, the fourth incarnation of factory - will ""complete the hat-trick"". ""suddenly, when raw t came into my life, i realised they are my third major band,"" he told bbc world service's the music biz programme. the group are set to release their first single on 21 february, and follow it up with an album, realise and witness, in march. wilson has twice tried to resurrect factory - which lasted for 14 years before folding - but conceded these efforts had been ""despondent and dismal experiences"". but it has not put him off. ""of all the things i do in my life the most exciting thing i've ever done, and the thing i have most loved, is being part of a record company,"" he added. ""the idea of working with brilliant young musicians, and being"
1,"ray dvd beats box office takings. oscar-nominated film biopic ray has surpassed its us box office takings with a combined tally of $80m (â£43m) from dvd and video sales and rentals. ray's success on dvd outstripped its $74m (â£40m) us box office total, earning more than $40m (â£22m) on the first day of the dvd's release alone. ray has been nominated in six oscar categories including best film and best actor for jamie foxx. the film recounts the life of blues singer ray charles, who died in 2004. in its first week on home entertainment release the film was the number one selling dvd, with the limited edition version coming in at number 11. sony horror film the grudge, starring michelle gellar, was the us' second best-selling dvd, with jennifer lopez and richard gere's romantic comedy shall we dance? at number three. foxx's critically acclaimed performance as ray has already earned him a screen actors guild award for best actor, as well as a prestigious golden globe. ray director taylor hackford, responsible for the classic 1982 film an officer and a gentleman, has also received an oscar nomination in the best director category. the film's three other oscar nominations are for costume, film editing and sound"
1,"berlin honours s korean director. south korean film director im kwon-taek has received an honorary golden bear at the berlin film festival. im, who has made more than 100 films in a 40-year career, was hailed for his ""remarkable visual beauty, technical innovation, and intellectual depth"". twenty of his films are screening in a special retrospective during the festival, which runs until 20 february. the veteran film-maker, 68, won the best director prize at the cannes film festival in 2002 for chihwaseon. ""although his films vary in style, they all bear his unmistakable stamp: they are forceful and charged cinematographically, as well as reticent, stylised and musical,"" organisers said in a statement. meanwhile, a film version of bizet's opera carmen - translated into the south african language xhosa - has received a warm reception at the festival. u-carmen ekhayelitsha (carmen in khayelitsha), which is one of 21 films up for berlin's top prize, the golden bear, is british director mark dornford-may's first feature film. ""it's the first time any opera has been translated into a black south african language. xhosa works brilliantly, it's such a musical language,"" said music director charles hazlewood."
1,"musical treatment for capra film. the classic film it's a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera. frank capra's 1946 movie starring james stewart, is being turned into a â£7m musical by producer jon thoday. he is working with steve brown, who wrote the award-winning musical spend spend spend. a spokeswoman said the plans were in the ""very early stages"", with no cast, opening date or theatre announced. a series of workshops have been held in london, and on wednesday a cast of singers unveiled the musical to a select group of potential investors. mr thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. it's a wonderful life was based on a short story, the greatest gift, by philip van doren stern. mr thoday managed to buy the rights to the story from van doren stern's family in 1999, following mr brown's success with spend spend spend. he later secured the film rights from paramount, enabling them to use the title it's a wonderful life."
1,"portishead back after eight years. cult british group portishead have revealed they are writing their third album, their first in eight years. founding member geoff barrow told bbc 6 music the record was well on the way to being completed. ""we're actually into it as we speak. we took some time off for christmas, but generally we're doing another record,"" barrow told the digital radio station. news of their album plans comes after confirmation the bristol band will play a tsunami charity show next month. portishead will play alongside fellow bristol band massive attack at oxfam's tsumani appeal, held at the bristol academy on 19 february. barrow said he was surprised people thought the band, who won a mercury music prize in 1995 for their debut album dummy, had split up. ""we've just had our heads down really, we've never actually broken up, or parted, or whatever. ""so for us it just seems, even though we haven't played for years, we still see each other and write - we just haven't released a record for a long time."" portishead will not play any new material at next month's concert, which will feature singer beth gibbons playing with an acoustic backing. other acts appearing include liverpool"
1,"singer ferguson 'facing eviction'. three degrees star sheila ferguson is the favourite to be evicted from itv's i'm a celebrity... get me out of here on monday. bookmakers ladbrokes says the singer has even odds of being the first contestant to be voted off the show. ""it's going to be close but sheila is favourite as she has shown herself to be a bit of a troublemaker,"" said ladbrokes' warren lush. comic joe pasquale remains odds on favourite to win the reality show. mr lush added that nancy sorrell's chances of an early departure had increased since the surprise arrival of husband vic reeves in the jungle camp last wednesday. notwithstanding, comedian reeves remains 3/1 favourite to win the show, after pasquale. huggy bear actor antonio fargas also remains a contender for eviction having ""done nothing to live up to the pre-show hype"". ""there has been a big gamble on natalie [appleton] to go... but bookies fancy the millions at home will keep piling on the misery by putting her through more bushtucker trials,"" added mr lush. the former all saint star has performed dismally in bushtucker trials which have seen her plunged into glass tanks containing putrid waste and challenged to eat fish"
1,"dirty den's demise seen by 14m. more than 14 million people saw ""dirty"" den watts killed off on friday, marking eastenders' 20th anniversary, according to unofficial figures. den's death came 16 years after he was supposedly shot in 1989. but he came back to the show in september 2003. the audience for bbc one's one-hour special averaged 13.7 million and peaked at 14.2 million in the last 15 minutes, overnight figures showed. den died after being confronted by zoe, chrissie and sam in the queen vic. if the ratings are confirmed, the episode will have given the soap its highest audience for a year. the overnight figures showed almost 60% of the viewing public tuned into eastenders between 2000 and 2100 gmt, leaving itv1 with about 13%. ""we are very pleased with the figures,"" a bbc spokesman said. ""it shows viewers have really enjoyed the story of den's demise."" the show's highest audience came at christmas 1986, when more than 30 million tuned in to see den, played by leslie grantham, hand divorce papers to wife angie. two years later, 24 million saw him apparently shot by a man with a bunch of daffodils by a canal. more than 16 million viewers watched his return in"
